ID,State,Position ID,Morph Step,Face Person,ITI,Trial_Onset,Stim_Onset,Stim_Offset,RT,Answer
1,1,2,7,18,1.5857407399732,233283.439566,233285.033967,0,1.80850400001509,7
2,1,1,1,20,1.19981091541527,233286.8439958,233288.0538914,0,1.14512430000468,3
3,1,2,2,14,1.06737468250683,233289.2005539,233290.2786206,0,1.38713210000424,2
4,1,2,4,5,1.42313969136241,233291.6663148,233293.0991425,0,1.38324230001308,6
5,1,1,2,8,1.75602076084342,233294.4844322,233296.251117,0,1.31774659999064,1
6,1,2,2,8,1.0130901446888,233297.5689759,233298.5932441,0,1.01205540000228,1
7,1,2,4,22,1.75351699660159,233299.6054318,233301.3702421,0,1.03200800000923,5
8,1,2,7,14,1.71106330851099,233302.4023495,233304.1231036,0,1.23093829999561,7
9,1,2,5,4,1.18589095052582,233305.3541827,233306.5501738,0,1.44085409998661,6
10,1,1,3,20,1.08627127941573,233307.9911319,233309.0864451,0,1.53619939999771,4
11,1,2,2,6,1.45737511129938,233310.6227798,233312.0895528,0,1.05997060000664,4
12,1,1,5,2,1.03779910435745,233313.1496269,233314.197674,0,0.943263799999841,5
13,1,1,6,15,1.27875641737685,233315.1410352,233316.4313742,0,1.75616049999371,7
14,1,2,3,8,1.03668826983509,233318.1876534,233319.2370417,0,1.30716930000926,2
15,1,2,6,21,1.93760328463459,233320.5443273,233322.4937994,0,1.22720550000668,5
16,1,2,6,17,1.00480252666954,233323.7211071,233324.7370266,0,1.37814129999606,7
17,1,2,3,9,1.32637517682123,233326.1152886,233327.4517304,0,1.33253960000002,2
18,1,2,6,20,1.35794384751618,233328.7844825,233330.1529361,0,1.46812350000255,6
19,1,2,7,11,1.67907297384578,233331.6211744,233333.311361,0,1.18176599999424,6
20,1,1,1,5,1.36442189005771,233334.4932744,233335.8679788,0,1.1068501000118,3
21,1,1,9,20,1.85453923210823,233336.9749675,233338.8406027,0,1.15140900001279,8
22,1,2,1,2,1.27704622974615,233339.9921176,233341.2787631,0,1.12459130000207,2
23,1,1,2,4,1.51731608319875,233342.4034496,233343.9312357,0,1.08383019999019,4
24,1,1,1,19,1.33249625492616,233345.0152106,233346.358614,0,1.78354770000442,3
25,1,1,1,1,1.77643989710808,233348.1422945,233349.9293227,0,1.26463700001477,3
26,1,1,3,21,1.49099922331059,233351.1940964,233352.6971955,0,1.51386110001476,4
27,1,2,6,7,1.54860965742529,233354.2111706,233355.7721559,0,1.160604100005,6
28,1,1,2,2,1.0177972282499,233356.9328789,233357.9613246,0,1.34921349998331,4
29,1,1,1,4,1.64712365111754,233359.3106524,233360.9684541,0,1.03795530000934,4
