ID,State,Position ID,Morph Step,Face Person,ITI,Trial_Onset,Stim_Onset,Stim_Offset,RT,Answer
1,1,1,2,14,1.15048606756497,612893.8541145,612895.0180651,0,2.6748959000688,4
2,1,1,9,16,1.68636163822232,612897.6964691,612899.3989567,0,1.64180069998838,7
3,1,2,1,8,1.31205813563573,612901.0429463,612902.3685161,0,1.90587769995909,3
4,1,1,2,11,1.25881794671482,612904.2749079,612905.5441254,0,2.62756870000158,5
5,1,1,3,17,1.47328583346431,612908.1739379,612909.6608991,0,1.47314020001795,5
6,1,2,1,9,1.23683548416255,612911.1342001,612912.3840435,0,2.12285930011421,6
7,1,1,3,16,1.00741020247697,612914.5070158,612915.5268885,0,1.55215690005571,4
8,1,2,2,13,1.02846720908184,612917.0791852,612918.1177708,0,1.42011910001747,5
9,1,2,7,15,1.95030520240104,612919.538043,612921.5021937,0,2.16711989999749,7
10,1,1,4,15,1.8534506686327,612923.6694393,612925.5350825,0,1.70210850005969,5
11,1,2,3,10,1.91891828463336,612927.237307,612929.1690772,0,1.81615490000695,3
12,1,2,1,1,1.37604625731643,612930.9853436,612932.374519,0,1.49802860000636,3
13,1,2,2,12,1.82323369924482,612933.872664,612935.709593,0,1.42557630001102,5
14,1,2,6,2,1.92986530410156,612937.1352848,612939.0780814,0,1.32976049999706,6
15,1,1,3,8,1.19539853451191,612940.4079735,612941.6164621,0,1.45856250007637,5
16,1,1,6,15,1.08610025401403,612943.0751581,612944.1746848,0,0.736786899971776,5
17,1,2,3,5,1.52711313349182,612944.9116186,612946.4516393,0,2.54817399999592,5
18,1,1,7,1,1.91804475930303,612948.9999695,612950.9293059,0,1.60341380001046,6
19,1,1,9,8,1.28901885387243,612952.532876,612953.8354749,0,1.59963439998683,7
20,1,1,8,5,1.06960408127683,612955.4352455,612956.5179636,0,1.41923500003759,7
21,1,1,8,1,1.99093516230443,612957.9373563,612959.9414188,0,1.20345209992956,7
22,1,1,6,16,1.12326100756496,612961.1450305,612962.281931,0,1.61005050002132,4
23,1,2,2,10,1.48075005442159,612963.8921102,612965.3862767,0,1.47318680002354,4
24,1,1,7,15,1.01194442645045,612966.8595987,612967.8850385,0,1.32620000001043,7
25,1,1,3,7,1.79260140557892,612969.2114355,612971.0185483,0,1.3511787999887,5
26,1,2,4,12,1.81637518114369,612972.3698666,612974.2005161,0,1.14155970001593,7
27,1,1,9,2,1.93715831148686,612975.3422076,612977.2922062,0,2.33772120007779,6
28,1,1,1,20,1.14514872445336,612979.6300453,612980.7886348,0,2.26411460002419,2
29,1,1,2,20,1.32888316405131,612983.0528882,612984.3950591,0,1.02935790002812,2
30,1,1,9,21,1.71182271070616,612985.4245641,612987.1497761,0,1.42772580008022,7
31,1,2,1,15,1.45371908239092,612988.5776324,612990.0447532,0,2.99116550001781,7
32,1,1,2,13,1.92621785483889,612993.0360553,612994.9754734,0,1.48325910000131,6
33,1,1,8,9,1.44659938242392,612996.4588935,612997.9186973,0,1.47821430000477,3
34,1,2,8,15,1.16409127477355,612999.3970826,613000.5746811,0,2.44430730002932,7
35,1,2,8,13,1.77094371335477,613003.0191236,613004.8025257,0,1.10410550003871,8
36,1,2,9,14,1.21371973092584,613005.90675,613007.1335926,0,1.25555190001614,7
37,1,1,1,19,1.79585354364975,613008.3893022,613010.1991276,0,1.50177660002373,7
38,1,2,1,7,1.71097654197531,613011.7010433,613013.4253295,0,2.41396999999415,3
39,1,2,3,9,1.10285194139818,613015.8394681,613016.9550851,0,1.57632639992516,3
40,1,1,2,8,1.00830938891375,613018.5315798,613019.5535932,0,1.26973369996995,3
41,1,2,6,4,1.7184051418924,613020.8234621,613022.5556159,0,2.26082219998352,7
42,1,1,5,19,1.79300067377055,613024.8166178,613026.622912,0,1.55128259991761,7
43,1,1,3,10,1.58419259562852,613028.1743112,613029.7715075,0,1.84544010006357,3
44,1,1,6,8,1.18394222642885,613031.617062,613032.814461,0,1.0642609000206,7
45,1,2,4,8,1.55584271051498,613033.8788589,613035.447747,0,0.958816599915735,7
46,1,1,8,7,1.33045656758671,613036.4066841,613037.7501726,0,1.25258550001308,7
47,1,2,2,6,1.00932959894705,613039.0029101,613040.024997,0,1.63495370000601,7
48,1,2,1,6,1.76239363532639,613041.6600652,613043.4358927,0,0.896199300070293,7
49,1,2,5,6,1.341089343731,613044.3322407,613045.6873815,0,1.55715699994471,5
50,1,1,3,15,1.56663030403173,613047.2446699,613048.8250632,0,1.25666369998362,3
51,1,1,3,21,1.3322957761757,613050.0818648,613051.4273363,0,1.07646409992594,3
52,1,1,4,14,1.79740724664992,613052.5039137,613054.3143277,0,1.54224070010241,5
53,1,2,9,22,1.25247460723968,613055.8566974,613057.1241035,0,1.50482929998543,3
54,1,2,9,9,1.67979239525392,613058.6290463,613060.3223717,0,1.91445110004861,7
55,1,1,4,22,1.1246462068085,613062.2370528,613063.3745205,0,1.06003860000055,3
56,1,2,9,18,1.67498661687251,613064.4346735,613066.1228245,0,1.09322110004723,7
57,1,1,4,7,1.41254751962458,613067.2161608,613068.6417787,0,1.38149369996972,5
58,1,2,9,6,1.88461677283586,613070.0234128,613071.9213873,0,1.4604806000134,7
59,1,1,1,7,1.93616207807249,613073.3819997,613075.3305336,0,1.16793960006908,5
60,1,2,6,15,1.98414390197873,613076.4986195,613078.4954684,0,1.16562400001567,6
61,1,1,7,10,1.1980230559183,613079.6612538,613080.8731178,0,0.894813799997792,6
62,1,1,4,10,1.52900957959243,613081.7680652,613083.3104068,0,1.1454235999845,5
63,1,1,6,14,1.44815385799791,613084.4559411,613085.9158323,0,1.14117090008222,6
64,1,1,6,19,1.15416300838156,613087.0571522,613088.2253998,0,1.5839157999726,5
65,1,1,9,15,1.34125755475678,613089.8094752,613091.164619,0,1.21468679991085,8
66,1,2,2,2,1.72518528271887,613092.3794315,613094.1184539,0,2.17126670002472,3
67,1,2,7,19,1.92573288730292,613096.2898597,613098.2280646,0,1.42459619999863,7
68,1,1,3,2,1.74168719862658,613099.6528389,613101.4070936,0,1.30814879992977,2
69,1,2,6,22,1.93263440775365,613102.7153994,613104.6612359,0,2.28769709996413,4
70,1,2,2,20,1.57043795044988,613106.9490783,613108.5327702,0,2.24917889991775,4
71,1,2,1,11,1.39819767485174,613110.7820854,613112.1937073,0,1.20221849996597,5
72,1,1,7,14,1.22276658718108,613113.3960664,613114.631927,0,1.37445580004714,6
73,1,2,3,14,1.85519174961279,613116.0065206,613117.874963,0,1.79948050004896,5
74,1,2,4,3,1.09695926191042,613119.6745796,613120.7844542,0,0.821497100056149,5
75,1,1,8,13,1.24575802381416,613121.6061042,613122.8650265,0,1.48327770002652,6
76,1,1,4,18,1.60321890276349,613124.3484666,613125.9643307,0,1.04171080002561,5
77,1,2,6,9,1.04977606862272,613127.0061725,613128.0694336,0,1.10799510008655,5
78,1,2,8,3,1.06891187238495,613129.1775637,613130.259844,0,1.09945209999569,6
79,1,2,8,10,1.05011323247256,613131.3594569,613132.4229644,0,1.2783242999576,6
80,1,1,9,19,1.91492466462845,613133.7014649,613135.6296502,0,1.17429120000452,6
81,1,2,4,16,1.45182999884682,613136.8041085,613138.2696687,0,1.20380139991175,4
82,1,1,4,9,1.35183458779635,613139.4735807,613140.8383285,0,1.38078539993148,5
83,1,2,4,1,1.28412156626983,613142.219232,613143.5173636,0,0.802945900009945,5
84,1,1,6,18,1.5292054350289,613144.3204106,613145.8629506,0,1.89513550000265,4
85,1,1,9,22,1.12751036278675,613147.7582026,613148.899271,0,1.54218830005266,6
86,1,2,2,17,1.80196647186521,613150.4416019,613152.2565517,0,0.961057300097309,5
87,1,2,8,14,1.43034670345792,613153.2177316,613154.6617979,0,1.77045279997401,6
88,1,1,8,4,1.56756210381096,613156.432397,613158.0123459,0,1.16025220009033,7
89,1,1,5,8,1.64946001134649,613159.1727323,613160.8356597,0,1.18922930001281,5
90,1,1,5,22,1.55431924722555,613162.0250093,613163.592974,0,1.81986369995866,5
91,1,2,8,5,1.86642679368241,613165.4129541,613167.2931474,0,1.42751089995727,7
92,1,1,4,21,1.45763730751943,613168.7207794,613170.1915368,0,1.63687010004651,3
93,1,1,1,22,1.78994686360573,613171.8285462,613173.6313702,0,1.75991290004458,1
94,1,2,7,3,1.96233383883988,613175.3914158,613177.3669679,0,1.3170029000612,6
95,1,2,9,17,1.64405575898229,613178.684093,613180.3413481,0,1.92561839998234,6
96,1,1,1,17,1.53777559981165,613182.2671085,613183.8154767,0,1.91429740004241,5
97,1,2,6,21,1.01917077805217,613185.7299032,613186.7627735,0,1.76018829992972,5
98,1,2,1,4,1.16117145460737,613188.5230787,613189.6969824,0,1.21192289993633,4
99,1,2,5,7,1.47148795275379,613190.9090278,613192.3940026,0,1.13283460005186,5
100,1,2,3,16,1.06311244478241,613193.5269707,613194.6032223,0,1.19958640006371,4
101,1,2,6,19,1.17938653533039,613195.8029419,613196.9959778,0,1.08365659997799,5
102,1,2,2,3,1.1336699778066,613198.0797691,613199.2267032,0,1.49000109999906,4
103,1,2,2,16,1.0860493882506,613200.7168364,613201.8163708,0,1.09211420000065,4
104,1,1,6,17,1.04391965838299,613202.9086161,613203.9652425,0,1.88559860002715,5
