ID,State,Position ID,Morph Step,Face Person,ITI,Trial_Onset,Stim_Onset,Stim_Offset,RT,Answer
1,1,1,9,3,1.75217336431524,361850.1194129,361851.8863003,0,1.35629510000581,7
2,1,1,4,13,1.85230850942853,361853.2477837,361855.1136506,0,1.75077879999299,3
3,1,1,9,8,1.48751019196872,361856.8665319,361858.3655709,0,1.85825360001763,8
4,1,2,4,17,1.07548166517811,361860.224376,361861.311043,0,1.63830269995378,4
5,1,2,3,20,1.70005586996554,361862.9514245,361864.6627449,0,1.33435770001961,2
6,1,2,1,13,1.6869220639705,361865.9972734,361867.6950644,0,1.16951269999845,1
7,1,1,3,15,1.69370582240928,361868.8647112,361870.5689671,0,1.55925749999005,3
8,1,2,5,2,1.10974612252895,361872.1283577,361873.2488389,0,1.91836840001633,5
9,1,1,5,19,1.47887508470729,361875.1673363,361876.6574131,0,1.41592279996257,4
10,1,2,5,20,1.32712958137688,361878.0734794,361879.4109092,0,2.04920219996711,6
11,1,1,2,6,1.09006521340264,361881.4602426,361882.5605991,0,1.41195979999611,2
12,1,1,5,4,1.91413655642583,361883.9726992,361885.8976467,0,1.53766630002065,4
13,1,1,8,13,1.86592458615709,361887.4354856,361889.3121512,0,1.59091159998206,7
14,1,1,6,20,1.50637537886757,361890.9032162,361892.4212116,0,1.22415699996054,6
15,1,2,3,17,1.16483273402528,361893.6455165,361894.8219737,0,1.54061829997227,3
16,1,2,4,8,1.83312646581683,361896.3626944,361898.2063674,0,1.99469229998067,2
17,1,2,8,8,1.36601480808883,361900.2012095,361901.5786454,0,1.62951459997566,8
18,1,2,1,20,1.35683449336283,361903.2082877,361904.5758006,0,1.12620380002772,1
19,1,2,9,8,1.41215910664377,361905.7024468,361907.1268174,0,1.48105830000713,8
20,1,1,2,16,1.93534513402477,361908.6079953,361910.5543269,0,1.15108670003247,1
21,1,1,5,2,1.64100005567954,361911.7055339,361913.3578941,0,1.09989419998601,4
22,1,1,8,11,1.1508031772719,361914.45795,361915.6196481,0,1.33007199998247,6
23,1,2,4,21,1.10659016107754,361916.9499031,361918.0673747,0,1.42440640000859,3
24,1,1,5,7,1.52720683603218,361919.4919457,361921.03057,0,1.45376750000287,4
25,1,2,9,3,1.18388629043493,361922.4844882,361923.680165,0,1.22682429995621,6
26,1,2,9,1,1.20564613585031,361924.9071316,361926.1239108,0,1.17950480000582,6
27,1,2,7,9,1.10116631581835,361927.3036469,361928.4164408,0,1.11352770001395,7
28,1,2,6,8,1.29574518718874,361929.530085,361930.8370057,0,1.28632780001499,5
29,1,1,8,9,1.53653079918574,361932.1235232,361933.6720473,0,1.30763450002996,7
30,1,1,2,21,1.25445196430907,361934.9798261,361936.2450779,0,1.43198389996542,1
31,1,2,8,13,1.33990537945368,361937.6771841,361939.0287993,0,1.74588149995543,7
32,1,1,7,2,1.26575253942925,361940.7748042,361942.0514926,0,1.80081190000055,6
33,1,1,9,13,1.79201274479487,361943.8524509,361945.6550525,0,1.60038149997126,6
34,1,1,1,21,1.94679012345797,361947.2555671,361949.2132529,0,1.07990489999065,1
35,1,1,1,6,1.34693137670132,361950.2932659,361951.6505429,0,1.45513079996454,2
36,1,1,7,1,1.32675980821896,361953.1057897,361954.4421136,0,1.30103220004821,6
37,1,1,6,22,1.69405669301717,361955.7433025,361957.4481081,0,1.36234769999282,5
38,1,1,8,5,1.84817989660151,361958.8105704,361960.6700904,0,1.11336090002442,7
39,1,2,7,17,1.98008391052731,361961.7836335,361963.7745824,0,1.04150270001264,8
40,1,1,3,14,1.48380166024104,361964.816355,361966.3117997,0,1.11666949995561,1
41,1,2,1,12,1.87304875187696,361967.4285973,361969.3127907,0,1.1186748999753,1
42,1,1,9,5,1.47703019432649,361970.4316806,361971.92003,0,1.74916579999262,7
43,1,1,2,17,1.39017037424933,361973.669314,361975.0703951,0,1.66660029999912,1
44,1,1,1,11,1.64863236535134,361976.7371415,361978.3963482,0,1.14312980003888,1
45,1,1,6,17,1.59890084222519,361979.5396305,361981.1500053,0,1.34720740001649,7
46,1,1,2,5,1.8833983058836,361982.497321,361984.392226,0,1.29749879997689,4
47,1,1,3,19,1.67871207939585,361985.6898618,361987.3803425,0,1.19698830001289,2
48,1,1,4,20,1.47510867381075,361988.5775101,361990.0646932,0,1.08000950003043,1
49,1,2,6,2,1.64221028811546,361991.1448236,361992.7976105,0,2.08028880000347,5
50,1,2,3,11,1.58041332938857,361994.8780283,361996.4691447,0,1.79815450002206,6
51,1,2,1,11,1.74514245565726,361998.2674135,362000.0236405,0,1.60032399999909,2
52,1,1,4,14,1.36993042844089,362001.6240797,362003.0046562,0,1.4674217000138,2
53,1,1,1,1,1.64146909609299,362004.4722033,362006.1244155,0,1.44456190004712,1
54,1,2,6,22,1.0739249372574,362007.5691059,362008.6543709,0,2.09767009998905,5
55,1,2,7,20,1.54970399208803,362010.752165,362012.3130698,0,1.54165700002341,6
56,1,2,2,12,1.42131954699056,362013.8548971,362015.2871377,0,1.58024699997623,3
57,1,1,6,15,1.37949908687347,362016.8674972,362018.2586358,0,2.19699419999961,5
58,1,1,5,16,1.7979655673736,362020.4557326,362022.2645325,0,1.21389660000568,3
59,1,2,5,14,1.52755299555951,362023.4785687,362025.0161205,0,1.54001380002592,2
60,1,2,4,22,1.96205066383466,362026.5562673,362028.5291892,0,2.04038209997816,5
61,1,1,3,5,1.89832729819385,362030.5696934,362032.4796147,0,1.30325659998925,4
62,1,2,9,2,1.27074746572612,362033.7830624,362035.0632913,0,1.5521199000068,6
63,1,1,4,4,1.06693905177399,362036.6155201,362037.6935219,0,1.34391160000814,4
64,1,2,6,6,1.60796631343673,362039.0375705,362040.6599948,0,1.19024080003146,5
65,1,1,1,8,1.30453874581961,362041.8503808,362043.1664261,0,1.35613759997068,2
66,1,2,7,3,1.09162054034301,362044.5226958,362045.6250898,0,1.46948030003114,6
67,1,2,2,16,1.70983824260247,362047.0946746,362048.8157634,0,1.74233179999283,2
68,1,2,4,4,1.6945980681663,362050.5582371,362052.2629871,0,1.68792220001342,4
69,1,1,7,19,1.59872740361616,362053.9510447,362055.560442,0,1.44331870001042,6
70,1,1,5,17,1.80913561052655,362057.0039028,362058.8242091,0,1.57234060001792,2
71,1,2,7,21,1.21132713976531,362060.3966958,362061.6194311,0,2.55544409999857,6
72,1,1,1,3,1.9574830844045,362064.1750033,362066.1434288,0,1.71500790002756,2
73,1,1,3,22,1.88720859591791,362067.8585978,362069.757047,0,1.31434959999751,1
74,1,2,5,21,1.51342652140452,362071.071535,362072.5951904,0,1.50368289998733,2
75,1,2,1,19,1.82909871901289,362074.0990007,362075.9390963,0,1.24396769999294,1
76,1,2,2,17,1.59292005719552,362077.1831832,362078.7873491,0,1.13213039998664,1
77,1,2,7,8,1.65342242516628,362079.9196103,362081.5837522,0,1.91862730000867,6
78,1,2,1,9,1.18240025107874,362083.5024977,362084.6960316,0,1.42390479997266,1
79,1,1,2,10,1.72507639380611,362086.1200815,362087.8569395,0,1.10546429996612,1
80,1,2,1,5,1.44384729208425,362088.9625522,362090.4173882,0,0.902843800024129,1
81,1,1,2,20,1.64355034089064,362091.320361,362092.9749488,0,1.03207610000391,1
82,1,1,7,15,1.80102965112322,362094.0071817,362095.8197658,0,1.54984119994333,6
83,1,1,6,13,1.11072410858366,362097.3698643,362098.4914223,0,1.24582489999011,4
84,1,1,9,6,1.52857981052253,362099.737398,362101.2766721,0,1.33768779999809,7
85,1,2,5,5,1.33615343237324,362102.6145046,362103.962798,0,1.2438981999876,4
86,1,1,9,10,1.72998132479049,362105.2069097,362106.9477159,0,1.36747060000198,7
87,1,2,5,13,1.09511205816733,362108.3153355,362109.4209801,0,1.35560670000268,4
88,1,2,9,22,1.3381144706909,362110.7767431,362112.1263083,0,2.14343260001624,8
89,1,1,2,4,1.93998150298194,362114.2698935,362116.2202366,0,1.97330929996679,3
90,1,2,4,16,1.93914503817838,362118.193665,362120.1446068,0,1.43823929998325,2
91,1,1,2,19,1.45862061818847,362121.5830835,362123.0547612,0,1.26518040004885,2
92,1,2,2,2,1.91503536028203,362124.3200828,362126.2459551,0,2.06793150003068,2
93,1,2,8,12,1.21910015831628,362128.3140064,362129.5439726,0,2.57739519997267,5
94,1,1,4,12,1.65266974739917,362132.121501,362133.7850598,0,1.77907940000296,4
95,1,1,6,10,1.97911316111504,362135.5643293,362137.5549632,0,2.03291629999876,4
96,1,2,9,15,1.78537421503606,362139.5880106,362141.3847524,0,1.53156000003219,7
97,1,2,6,18,1.3357515474602,362142.9164981,362144.2636258,0,1.49032299994724,4
98,1,2,1,10,1.97500829996253,362145.7541297,362147.7393901,0,2.0384774999693,2
99,1,1,4,8,1.44378649358435,362149.7780513,362151.2337233,0,3.03812899999321,4
100,1,2,4,2,1.46959162172096,362154.2719804,362155.7525987,0,1.46695279999403,2
101,1,2,8,11,1.0243410174229,362157.2197138,362158.2553526,0,2.09292949998053,7
102,1,2,8,19,1.04632726229595,362160.3484103,362161.406068,0,1.23332940001274,6
103,1,2,1,6,1.39623430869613,362162.6395385,362164.0459965,0,1.54588879999937,2
104,1,2,3,3,1.90481366425904,362165.5919932,362167.5075943,0,1.78787569998531,4
105,1,1,7,17,1.14425298943501,362169.2955865,362170.450737,0,2.05757390003419,6
106,1,2,6,14,1.70662179590242,362172.5084581,362174.2267468,0,1.64943829999538,5
