ID,State,Position ID,Morph Step,Face Person,ITI,Trial_Onset,Stim_Onset,Stim_Offset,RT,Answer
1,1,1,7,4,1.578793335,66154.9659,66156.5447,0,3.4573400,7
2,1,2,8,14,1.572154288,66160.0021,66161.5742,0,3.1157467,4
3,1,1,3,5,1.549184785,66164.6900,66166.2392,0,1.1971618,2
4,1,2,8,22,1.329233419,66167.4363,66168.7655,0,0.9415998,4
5,1,1,3,18,1.158006251,66169.7071,66170.8652,0,1.9272562,2
6,1,2,3,6,1.850099407,66172.7924,66174.6425,0,1.3855975,5
7,1,2,7,20,1.219123944,66176.0281,66177.2472,0,1.9743478,4
8,1,2,5,22,1.950873232,66179.2216,66181.1725,0,1.8485865,3
9,1,2,2,8,1.595358921,66183.0210,66184.6164,0,1.6329768,3
10,1,2,2,20,1.222684684,66186.2494,66187.4721,0,2.8433284,4
11,1,2,3,16,1.516357023,66190.3154,66191.8317,0,1.3877681,3
12,1,1,4,6,1.927665250,66193.2195,66195.1472,0,3.4513443,4
13,1,1,7,22,1.667806836,66198.5985,66200.2663,0,1.1505043,7
14,1,2,1,16,1.612447797,66201.4168,66203.0293,0,2.1655471,1
15,1,1,7,9,1.610160578,66205.1948,66206.8050,0,1.9563083,4
16,1,1,2,3,1.973201482,66208.7613,66210.7345,0,3.5174492,2
17,1,1,8,16,1.586261902,66214.2519,66215.8382,0,2.1449347,4
18,1,2,5,16,1.465145245,66217.9831,66219.4483,0,2.6714404,3
19,1,1,6,18,1.761356238,66222.1197,66223.8811,0,1.2749472,7
20,1,1,4,5,1.075166526,66225.1560,66226.2312,0,2.2481767,4
21,1,2,6,11,1.890009260,66228.4794,66230.3694,0,2.1035718,5
22,1,2,7,16,1.753984875,66232.4730,66234.2269,0,1.8491544,6
23,1,2,5,5,1.013365427,66236.0761,66237.0895,0,1.6150214,4
24,1,1,3,16,1.523890938,66238.7045,66240.2284,0,1.1502734,4
25,1,1,8,18,1.051807780,66241.3786,66242.4305,0,1.5868499,8
26,1,2,3,19,1.618365412,66244.0173,66245.6357,0,1.9968917,3
27,1,1,3,6,1.160795416,66247.6326,66248.7934,0,1.9491692,3
28,1,2,8,13,1.040178496,66250.7425,66251.7827,0,1.8865428,8
29,1,2,8,15,1.628404200,66253.6692,66255.2977,0,1.0560560,7
30,1,2,5,11,1.019460549,66256.3537,66257.3732,0,1.4588923,5
31,1,1,6,8,1.600472784,66258.8321,66260.4325,0,2.1811482,5
32,1,2,2,14,1.166007989,66262.6137,66263.7797,0,1.5498297,2
33,1,1,6,2,1.038967543,66265.3295,66266.3685,0,1.3529979,6
34,1,1,8,9,1.584440354,66267.7215,66269.3059,0,1.2393222,7
35,1,1,7,19,1.294829603,66270.5452,66271.8401,0,2.8329686,7
36,1,1,9,10,1.432727341,66274.6730,66276.1058,0,1.7752948,8
37,1,1,1,15,1.136703490,66277.8811,66279.0178,0,1.1955664,1
38,1,1,5,11,1.743964454,66280.2133,66281.9573,0,2.4661996,5
39,1,1,9,3,1.448199179,66284.4235,66285.8717,0,2.6476095,8
40,1,2,2,21,1.563664337,66288.5193,66290.0830,0,2.0340001,2
41,1,2,1,3,1.259788881,66292.1170,66293.3768,0,1.1985936,2
42,1,1,1,18,1.385532824,66294.5754,66295.9609,0,1.1857971,3
43,1,2,9,17,1.420913150,66297.1467,66298.5676,0,3.5594905,9
44,1,1,7,1,1.378302459,66302.1271,66303.5054,0,0.8930921,7
45,1,1,9,22,1.518680073,66304.3985,66305.9172,0,1.3085582,8
46,1,1,4,13,1.101769828,66307.2257,66308.3275,0,1.4318309,3
47,1,2,8,17,1.631752582,66309.7593,66311.3911,0,0.8696151,8
48,1,1,6,20,1.201930390,66312.2607,66313.4626,0,2.0419907,6
49,1,1,4,17,1.787608083,66315.5046,66317.2922,0,0.8258370,3
50,1,2,8,11,1.842688930,66318.1181,66319.9607,0,0.8674429,8
51,1,2,6,10,1.266490742,66320.8282,66322.0947,0,1.5700646,5
52,1,1,1,17,1.192792860,66323.6647,66324.8575,0,2.1128093,1
53,1,2,7,19,1.294006874,66326.9703,66328.2644,0,1.2070987,8
54,1,1,2,7,1.018868882,66329.4715,66330.4903,0,1.8551128,2
55,1,1,2,14,1.628932490,66332.3454,66333.9744,0,2.6670186,3
56,1,2,9,20,1.378530507,66336.6414,66338.0199,0,1.0520688,4
57,1,1,3,2,1.871512879,66339.0720,66340.9435,0,4.0000000,2
58,1,1,2,2,1.523837753,66344.9435,66346.4673,0,1.9675797,3
59,1,1,5,1,1.733412318,66348.4349,66350.1683,0,1.5376247,5
60,1,1,6,9,1.670392249,66351.7060,66353.3763,0,1.6566669,6
61,1,2,9,22,1.336349967,66355.0330,66356.3694,0,1.8666799,8
62,1,2,1,13,1.397689249,66358.2360,66359.6337,0,1.1212931,2
63,1,2,4,22,1.196133858,66360.7550,66361.9512,0,0.6362867,5
64,1,2,6,4,1.822367944,66362.5874,66364.4098,0,1.6275552,4
65,1,2,3,3,1.918997879,66366.0374,66367.9564,0,1.5771940,2
66,1,2,8,6,1.167035587,66369.5336,66370.7006,0,1.0810434,4
67,1,1,9,2,1.155665935,66371.7816,66372.9373,0,2.2509334,8
68,1,1,1,4,1.170382146,66375.1882,66376.3586,0,1.8445937,1
69,1,2,4,12,1.781832985,66378.2032,66379.9850,0,0.9921197,5
70,1,1,1,2,1.948180758,66380.9772,66382.9253,0,2.1902367,3
71,1,1,4,20,1.269198892,66385.1156,66386.3848,0,2.1652291,4
72,1,2,9,12,1.736549843,66388.5500,66390.2866,0,1.8076221,9
73,1,2,6,3,1.088030104,66392.0942,66393.1822,0,2.7038573,5
74,1,1,2,15,1.330268728,66395.8861,66397.2163,0,1.4346698,2
75,1,2,9,9,1.494391678,66398.6510,66400.1454,0,2.6877862,8
76,1,2,5,12,1.541442702,66402.8332,66404.3746,0,3.1000674,4
77,1,2,2,7,1.560784038,66407.4747,66409.0355,0,1.7890187,2
78,1,2,3,21,1.748555511,66410.8245,66412.5731,0,1.4248891,3
79,1,1,1,22,1.326296310,66413.9979,66415.3242,0,2.1845642,2
80,1,1,4,3,1.750571752,66417.5088,66419.2594,0,2.4813799,4
81,1,1,9,20,1.126873091,66421.7408,66422.8676,0,1.3597054,9
82,1,2,9,3,1.329227814,66424.2273,66425.5566,0,1.8737253,8
83,1,1,8,10,1.277090370,66427.4303,66428.7074,0,1.5668769,8
84,1,1,1,3,1.451017737,66430.2743,66431.7253,0,1.9011834,1
85,1,2,6,16,1.120446880,66433.6265,66434.7469,0,2.7599625,4
86,1,2,2,5,1.997025786,66437.5069,66439.5039,0,2.7485198,2
87,1,1,3,9,1.340152752,66442.2524,66443.5926,0,2.8113024,3
88,1,1,8,22,1.190258660,66446.4039,66447.5941,0,2.3000252,8
89,1,2,4,19,1.165772322,66449.8942,66451.0599,0,3.8713331,4
90,1,1,2,16,1.441456521,66454.9313,66456.3727,0,1.7496454,3
91,1,1,3,11,1.882412495,66458.1224,66460.0048,0,0.8920346,4
92,1,1,1,11,1.222210488,66460.8968,66462.1190,0,1.1282135,3
93,1,2,1,20,1.542631023,66463.2472,66464.7899,0,2.9976165,2
94,1,1,4,11,1.234606305,66467.7875,66469.0221,0,2.0928829,4
95,1,1,4,7,1.471566703,66471.1150,66472.5865,0,2.4047283,3
96,1,1,8,3,1.538766657,66474.9913,66476.5300,0,1.8728428,7
97,1,1,3,10,1.121226624,66478.4029,66479.5241,0,1.5545715,2
98,1,2,8,8,1.163826997,66481.0787,66482.2425,0,2.5793587,8
99,1,2,4,14,1.912852957,66484.8219,66486.7347,0,2.7250841,4
100,1,1,2,20,1.036845036,66489.4598,66490.4966,0,2.7738456,3
101,1,2,1,17,1.557447876,66493.2705,66494.8279,0,3.2992008,2
102,1,1,3,12,1.115895206,66498.1271,66499.2430,0,1.5958655,4
103,1,2,8,20,1.365262669,66500.8389,66502.2042,0,2.2643679,8
104,1,1,5,16,1.613602823,66504.4685,66506.0821,0,1.3747039,5
105,1,1,5,8,1.476791676,66507.4568,66508.9336,0,2.0413899,5
106,1,2,9,4,1.812463550,66510.9750,66512.7875,0,2.0046827,8
107,1,2,9,16,1.584769123,66514.7922,66516.3769,0,1.4744186,4
108,1,1,7,10,1.489740022,66517.8513,66519.3411,0,1.8452822,6
109,1,1,4,15,1.204392240,66521.1864,66522.3908,0,2.8656826,4
110,1,2,6,9,1.458782528,66525.2564,66526.7152,0,1.9665549,6
111,1,1,7,16,1.003241655,66528.6818,66529.6850,0,0.7563240,7
112,1,1,5,7,1.463188938,66530.4413,66531.9045,0,2.8025102,5
113,1,2,8,10,1.151062412,66534.7070,66535.8581,0,1.1387824,7
114,1,1,6,7,1.561229126,66536.9969,66538.5581,0,1.5096963,6
115,1,2,8,21,1.453774794,66540.0678,66541.5216,0,2.6595919,4
116,1,1,2,10,1.673969194,66544.1812,66545.8552,0,1.9350354,2
117,1,1,7,15,1.799878268,66547.7902,66549.5901,0,1.6991707,8
118,1,2,7,3,1.254011781,66551.2892,66552.5432,0,1.7987774,7
119,1,1,1,19,1.440381111,66554.3420,66555.7824,0,1.7704508,1
120,1,2,2,16,1.962131982,66557.5529,66559.5150,0,2.3492544,3
121,1,2,3,15,1.392890615,66561.8642,66563.2571,0,3.5744698,4
122,1,1,7,11,1.828014039,66566.8316,66568.6596,0,1.3944038,8
123,1,2,7,10,1.008876534,66570.0540,66571.0629,0,2.1567822,7
124,1,1,9,11,1.905064724,66573.2197,66575.1247,0,1.7698382,8
125,1,2,6,21,1.728283781,66576.8946,66578.6229,0,2.9579234,3
126,1,1,7,12,1.337670721,66581.5808,66582.9185,0,0.6789902,7
127,1,1,8,14,1.946660988,66583.5975,66585.5441,0,4.0000000,7
128,1,2,4,9,1.764460585,66589.5441,66591.3086,0,3.0390763,4
129,1,2,1,11,1.341578360,66594.3476,66595.6892,0,0.9189311,2
