ID,State,Position ID,Morph Step,Face Person,ITI,Trial_Onset,Stim_Onset,Stim_Offset,RT,Answer
1,1,2,6,10,1.974361161,55871.7013,55873.6757,0,1.1078412,6
2,1,2,4,6,1.241983131,55874.7835,55876.0255,0,2.1855586,5
3,1,2,2,12,1.298522763,55878.2111,55879.5096,0,1.5736471,3
4,1,1,5,14,1.104021758,55881.0832,55882.1873,0,1.2031540,5
5,1,1,3,15,1.526872691,55883.3904,55884.9173,0,3.1264736,2
6,1,2,5,18,1.322254614,55888.0438,55889.3660,0,2.8809114,5
7,1,1,4,10,1.973315604,55892.2469,55894.2203,0,3.1710665,5
8,1,1,1,11,1.950615267,55897.3913,55899.3419,0,1.8270431,3
9,1,1,2,6,1.402534640,55901.1690,55902.5715,0,1.2567200,3
10,1,2,1,9,1.720179121,55903.8282,55905.5484,0,2.5255370,3
11,1,2,3,1,1.385522789,55908.0739,55909.4595,0,2.0365967,3
12,1,2,6,12,1.592787313,55911.4961,55913.0889,0,1.4249506,4
13,1,2,8,19,1.951932630,55914.5138,55916.4657,0,2.6008560,7
14,1,2,1,6,1.468541678,55919.0666,55920.5351,0,2.7800999,2
15,1,2,5,20,1.520636334,55923.3152,55924.8359,0,1.1452380,6
16,1,2,2,18,1.014249629,55925.9811,55926.9954,0,1.3003694,3
17,1,1,8,19,1.860755640,55928.2957,55930.1565,0,1.4818454,8
18,1,2,3,18,1.541522846,55931.6383,55933.1799,0,1.2139131,2
19,1,2,5,2,1.156531829,55934.3938,55935.5503,0,2.0967569,5
20,1,2,7,7,1.084150736,55937.6471,55938.7312,0,2.8636799,7
21,1,2,4,1,1.894241657,55941.5949,55943.4891,0,2.4814604,3
22,1,1,3,2,1.393855940,55945.9706,55947.3644,0,2.1346135,3
23,1,2,7,2,1.289696762,55949.4991,55950.7888,0,2.9509497,6
24,1,2,6,22,1.810742936,55953.7397,55955.5504,0,1.2678246,6
25,1,2,8,4,1.165422323,55956.8183,55957.9837,0,1.8163181,7
26,1,2,1,16,1.365841467,55959.8000,55961.1659,0,3.2624695,2
27,1,1,8,11,1.254181164,55964.4283,55965.6825,0,2.5591028,8
28,1,1,4,5,1.606939574,55968.2416,55969.8485,0,1.9501651,4
29,1,2,6,9,1.892933289,55971.7987,55973.6916,0,1.3958486,6
30,1,2,4,8,1.324120650,55975.0875,55976.4116,0,1.7938910,4
31,1,2,3,16,1.931163588,55978.2055,55980.1367,0,1.6659324,3
32,1,2,2,19,1.165476147,55981.8026,55982.9681,0,1.4134558,3
33,1,2,8,12,1.862179801,55984.3815,55986.2437,0,2.1336035,9
34,1,2,9,9,1.548542840,55988.3773,55989.9259,0,1.3068817,7
35,1,2,1,13,1.175523241,55991.2327,55992.4083,0,1.5196740,2
36,1,1,4,13,1.319441051,55993.9279,55995.2474,0,1.4089525,4
37,1,1,1,20,1.848744108,55996.6563,55998.5051,0,2.4163787,2
38,1,1,6,15,1.574344046,56000.9215,56002.4958,0,1.2195026,6
39,1,1,7,18,1.279991464,56003.7153,56004.9953,0,3.2443978,6
40,1,1,3,5,1.122137612,56008.2397,56009.3618,0,1.0994132,2
41,1,2,4,2,1.849033272,56010.4612,56012.3103,0,0.9993334,3
42,1,1,7,22,1.302161894,56013.3096,56014.6118,0,1.0807469,7
43,1,1,5,13,1.656416318,56015.6925,56017.3489,0,1.3341301,5
44,1,1,9,10,1.836283759,56018.6831,56020.5193,0,1.8045273,8
45,1,1,3,12,1.229611478,56022.3239,56023.5535,0,2.3371779,3
46,1,2,1,21,1.509826890,56025.8907,56027.4005,0,1.1137732,2
47,1,1,8,1,1.077516882,56028.5143,56029.5918,0,2.0333648,8
48,1,1,6,9,1.487345096,56031.6251,56033.1125,0,2.4977420,5
49,1,2,3,5,1.877609187,56035.6102,56037.4878,0,1.4215179,4
50,1,1,1,9,1.562144898,56038.9094,56040.4715,0,2.8789381,3
51,1,1,8,15,1.715850047,56043.3504,56045.0663,0,1.8783856,9
52,1,1,1,21,1.826962000,56046.9447,56048.7716,0,2.0045709,1
53,1,2,9,1,1.706676582,56050.7762,56052.4829,0,1.4877464,4
54,1,1,3,20,1.662340900,56053.9706,56055.6330,0,2.6581005,2
55,1,2,6,19,1.085768837,56058.2911,56059.3768,0,2.4940520,4
56,1,2,1,14,1.943957685,56061.8709,56063.8149,0,1.1797409,1
57,1,2,3,2,1.862987549,56064.9946,56066.8576,0,1.1040350,3
58,1,1,5,19,1.462628185,56067.9616,56069.4242,0,1.1649931,5
59,1,2,1,5,1.008372907,56070.5892,56071.5976,0,1.6990595,2
60,1,2,7,11,1.027029828,56073.2967,56074.3237,0,1.7761632,7
61,1,1,9,7,1.923191239,56076.0999,56078.0231,0,2.8160815,8
62,1,2,2,8,1.261417813,56080.8391,56082.1006,0,2.0178413,2
63,1,1,1,18,1.912450139,56084.1184,56086.0308,0,1.5745453,3
64,1,1,9,3,1.008498259,56087.6054,56088.6139,0,2.0520920,5
65,1,1,5,5,1.277193365,56090.6660,56091.9432,0,1.2871618,4
66,1,2,6,2,1.878229329,56093.2303,56095.1086,0,0.6692635,3
67,1,1,2,11,1.633799666,56095.7778,56097.4116,0,1.2094466,1
68,1,1,7,10,1.210302405,56098.6211,56099.8314,0,2.9298534,6
69,1,2,8,8,1.726364176,56102.7612,56104.4876,0,2.0592025,4
70,1,2,6,3,1.696382260,56106.5468,56108.2432,0,1.0650908,4
71,1,1,3,4,1.644860975,56109.3083,56110.9531,0,2.0657525,2
72,1,1,8,13,1.416844566,56113.0189,56114.4357,0,1.9873919,8
73,1,1,2,16,1.448732646,56116.4231,56117.8719,0,1.1674894,2
74,1,1,7,8,1.367061530,56119.0393,56120.4064,0,1.5408204,8
75,1,1,7,3,1.659259242,56121.9472,56123.6065,0,2.2106189,4
76,1,2,7,5,1.110395168,56125.8171,56126.9275,0,1.3089820,7
77,1,2,4,7,1.054901930,56128.2365,56129.2914,0,1.7839971,4
78,1,2,7,9,1.287653488,56131.0754,56132.3630,0,1.6385327,7
79,1,1,4,11,1.060258500,56134.0016,56135.0618,0,0.9064040,5
80,1,2,4,14,1.770758999,56135.9682,56137.7390,0,1.9741963,3
81,1,1,1,8,1.321478536,56139.7132,56141.0347,0,3.4522649,2
82,1,2,3,9,1.195905582,56144.4869,56145.6828,0,0.6647596,4
83,1,1,6,22,1.883227218,56146.3476,56148.2308,0,1.8537432,6
84,1,1,2,12,1.146312309,56150.0846,56151.2309,0,1.1071315,2
85,1,1,3,22,1.781891078,56152.3380,56154.1199,0,2.7564336,3
86,1,1,1,6,1.020485444,56156.8763,56157.8968,0,2.8688334,3
87,1,2,8,2,1.096568105,56160.7656,56161.8622,0,2.7726583,8
88,1,2,2,15,1.246261281,56164.6349,56165.8811,0,2.1465544,2
89,1,2,4,22,1.365553671,56168.0277,56169.3932,0,3.3078277,3
90,1,2,8,6,1.299214354,56172.7011,56174.0003,0,1.7246848,8
91,1,1,1,12,1.386703134,56175.7250,56177.1117,0,1.8792923,1
92,1,1,8,5,1.524802186,56178.9910,56180.5158,0,0.8710216,8
93,1,1,6,20,1.063373193,56181.3868,56182.4502,0,0.7867904,6
94,1,2,5,5,1.405858643,56183.2370,56184.6428,0,1.4942837,5
95,1,1,7,1,1.201255700,56186.1371,56187.3384,0,2.2235411,7
96,1,1,4,17,1.320386395,56189.5619,56190.8823,0,3.4501533,3
97,1,2,1,1,1.552517922,56194.3324,56195.8850,0,2.2791235,2
98,1,1,6,17,1.996605781,56198.1641,56200.1607,0,2.1916563,7
99,1,2,2,22,1.296203016,56202.3523,56203.6485,0,1.9890546,3
100,1,2,7,4,1.651063254,56205.6376,56207.2887,0,1.4968269,8
101,1,2,7,8,1.831890082,56208.7855,56210.6174,0,1.5507813,7
102,1,1,5,18,1.249929105,56212.1682,56213.4181,0,2.5859921,3
103,1,2,4,18,1.147414772,56216.0041,56217.1515,0,3.2317241,4
104,1,1,3,19,1.436373273,56220.3832,56221.8196,0,2.2669224,4
105,1,2,5,6,1.763991185,56224.0865,56225.8505,0,1.5981363,4
106,1,1,7,2,1.327201166,56227.4486,56228.7758,0,2.2056719,7
107,1,1,3,10,1.763901820,56230.9815,56232.7454,0,2.4244763,4
108,1,1,8,17,1.780887917,56235.1699,56236.9508,0,3.2085423,4
109,1,1,9,13,1.092502367,56240.1593,56241.2518,0,1.7577903,3
110,1,1,6,13,1.991989245,56243.0096,56245.0016,0,1.7652851,4
